station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
VOTV,2011-01-01 00:40,76.9500,8.4667,77.00,73.40,88.67,0.00,0.00,0.00,29.74,M,1.86,M,FEW,SCT,M,M,1500.00,10000.00,M,M,HZ,M,M,M,M,M,M,77.00,VOTV 010040Z 00000KT 3000 HZ FEW015 SCT100 25/23 Q1007 NOSIG,M
VOTV,2011-01-01 10:40,76.9500,8.4667,86.00,73.40,66.15,290.00,5.00,0.00,29.68,M,3.73,M,FEW,SCT,M,M,1800.00,10000.00,M,M,M,M,M,M,M,M,M,93.45,VOTV 011040Z 29005KT 6000 FEW018 FEW025CB(E) SCT100 30/23 Q1005 NOSIG,M
VOTV,2011-01-01 12:40,76.9500,8.4667,82.40,73.40,74.28,310.00,6.00,0.00,29.71,M,2.49,M,SCT,BKN,M,M,1200.00,9000.00,M,M,-TSRA,M,M,M,M,M,M,88.26,VOTV 011240Z 31006KT 4000 -TSRA SCT012 FEW025CB(E NE) BKN090 28/23 Q1006 TEMPO 3000 TSRA,M
VOTV,2011-01-01 15:40,76.9500,8.4667,78.80,73.40,83.55,90.00,4.00,0.00,M,M,2.49,M,SCT,FEW,OVC,M,1400.00,2500.00,8000.00,M,HZ,M,M,M,M,M,M,78.80,VOTV 011540Z 09004KT 4000 HZ SCT014 FEW025CB N NE OVC080 26/23 Q1009 NOSIG,M
VOTV,2011-01-01 20:40,76.9500,8.4667,78.80,73.40,83.55,0.00,0.00,0.00,29.74,M,2.49,M,SCT,BKN,M,M,1500.00,9000.00,M,M,HZ,M,M,M,M,M,M,78.80,VOTV 012040Z 00000KT 4000 HZ SCT015 FEW025CB(N NE) BKN090 26/23 Q1007 NOSIG,M
VOTV,2011-01-01 23:40,76.9500,8.4667,78.80,73.40,83.55,0.00,0.00,0.00,29.71,M,2.49,M,FEW,BKN,M,M,1500.00,9000.00,M,M,HZ,M,M,M,M,M,M,78.80,VOTV 012340Z 00000KT 4000 HZ FEW015 BKN090 26/23 Q1006 NOSIG,M
VOTV,2011-01-02 04:40,76.9500,8.4667,84.20,73.40,70.08,20.00,6.00,0.00,29.80,M,3.11,M,FEW,SCT,M,M,1500.00,20000.00,M,M,HZ,M,M,M,M,M,M,90.94,VOTV 020440Z 02006KT 5000 HZ FEW015 SCT200 29/23 Q1009 NOSIG,M
VOTV,2011-01-04 12:40,76.9500,8.4667,82.40,73.40,74.28,270.00,3.00,0.00,29.71,M,3.73,M,FEW,SCT,M,M,1500.00,10000.00,M,M,M,M,M,M,M,M,M,88.26,VOTV 041240Z 27003KT 6000 FEW015 SCT100 28/23 Q1006 TEMPO 5000 HZ,M
VOTV,2011-01-04 17:40,76.9500,8.4667,78.80,73.40,83.55,M,M,0.00,29.80,M,2.49,M,FEW,SCT,M,M,1500.00,10000.00,M,M,HZ,M,M,M,M,M,M,78.80,VOTV 041740Z 000/00KT 4000 HZ FEW015 SCT100 26/23 Q1009 NOSIG,M
VOTV,2011-01-05 08:40,76.9500,8.4667,86.00,73.40,66.15,M,M,0.00,M,M,M,M,FEW,FEW,BKN,M,1500.00,2500.00,20000.00,M,M,M,M,M,M,M,M,M,VOTV 050840Z 24005KT6000 FEW015 FEW025CB N E BKN200 30/23 Q1006 NOSIG,M
