station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
VOTV,2013-01-01 01:40,76.9500,8.4667,77.00,75.20,94.19,0.00,0.00,0.00,29.77,M,1.86,M,FEW,FEW,SCT,M,2000.00,2500.00,10000.00,M,HZ,M,M,M,M,M,M,77.00,VOTV 010140Z 00000KT 3000 HZ FEW020 FEW025CB SCT100 25/24 Q1008 NOSIG,M
VOTV,2013-01-01 02:10,76.9500,8.4667,78.80,75.20,88.75,70.00,3.00,0.00,29.83,M,1.86,M,FEW,FEW,BKN,M,2000.00,2500.00,10000.00,M,HZ,M,M,M,M,M,M,78.80,VOTV 010210Z 07003KT 3000 HZ FEW020 FEW025TCU BKN100 26/24 Q1010 BECMG 4000 HZ,M
VOTV,2013-01-01 02:40,76.9500,8.4667,80.60,75.20,83.66,90.00,5.00,0.00,29.83,M,2.49,M,FEW,FEW,SCT,M,2000.00,2500.00,12000.00,M,M,M,M,M,M,M,M,86.17,VOTV 010240Z 09005KT 4000 HZ FEW020 FEW025TCU SCT120 27/24 Q1010 BECMG 5000 IN HZ,M
VOTV,2013-01-01 03:40,76.9500,8.4667,86.00,77.00,74.61,130.00,3.00,0.00,29.85,M,3.11,M,FEW,M,M,M,2000.00,M,M,M,HZ,M,M,M,M,M,M,97.15,VOTV 010340Z 13003KT 5000 HZ FEW020 30/25 Q1011 NOSIG,M
VOTV,2013-01-01 04:40,76.9500,8.4667,86.00,75.20,70.27,210.00,5.00,0.00,29.85,M,3.11,M,FEW,M,M,M,2000.00,M,M,M,HZ,M,M,M,M,M,M,95.19,VOTV 010440Z 21005KT 5000 HZ FEW020 30/24 Q1011 NOSIG,M
VOTV,2013-01-01 05:40,76.9500,8.4667,87.80,75.20,66.35,240.00,7.00,0.00,29.83,M,3.73,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,97.76,VOTV 010540Z 24007KT 6000 FEW020 31/24 Q1010 NOSIG,M
VOTV,2013-01-01 06:40,76.9500,8.4667,87.80,75.20,66.35,210.00,6.00,0.00,29.80,M,3.73,M,FEW,FEW,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,97.76,VOTV 010640Z 21006KT 6000 FEW020 FEW025TCU 31/24 Q1009 NOSIG,M
VOTV,2013-01-01 07:40,76.9500,8.4667,87.80,73.40,62.47,230.00,8.00,0.00,29.80,M,3.73,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,95.86,VOTV 010740Z 23008KT 6000 FEW020 FEW025TCU(E) 31/23 Q1009 NOSIG,M
VOTV,2013-01-01 08:40,76.9500,8.4667,87.80,73.40,62.47,220.00,7.00,0.00,29.77,M,3.73,M,FEW,FEW,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,95.86,VOTV 010840Z 22007KT 6000 FEW020 FEW025TCU 31/23 Q1008 NOSIG RMK TCU TO NE,M
VOTV,2013-01-01 09:10,76.9500,8.4667,87.80,73.40,62.47,230.00,5.00,0.00,29.77,M,3.73,M,FEW,FEW,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,95.86,VOTV 010910Z 23005KT 6000 FEW020 FEW025TCU 31/23 Q1008 NOSIG,M
VOTV,2013-01-01 09:40,76.9500,8.4667,87.80,73.40,62.47,250.00,6.00,0.00,29.77,M,3.73,M,FEW,FEW,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,95.86,VOTV 010940Z 25006KT 6000 FEW020 FEW025TCU 31/23 Q1008 NOSIG,M
VOTV,2013-01-01 10:10,76.9500,8.4667,86.00,73.40,66.15,250.00,8.00,0.00,29.74,M,3.73,M,FEW,FEW,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,93.45,VOTV 011010Z 25008KT 6000 FEW020 FEW025TCU 30/23 Q1007 NOSIG,M
VOTV,2013-01-01 10:40,76.9500,8.4667,87.80,73.40,62.47,230.00,5.00,0.00,29.74,M,3.73,M,FEW,FEW,SCT,M,2000.00,2500.00,10000.00,M,M,M,M,M,M,M,M,95.86,VOTV 011040Z 23005KT 6000 FEW020 FEW025TCU SCT100 31/23 Q1007 NOSIG,M
VOTV,2013-01-01 11:10,76.9500,8.4667,86.00,73.40,66.15,240.00,5.00,0.00,29.74,M,3.73,M,FEW,FEW,SCT,M,1800.00,2500.00,10000.00,M,M,M,M,M,M,M,M,93.45,VOTV 011110Z 24005KT 6000 FEW018 FEW025TCU SCT100 30/23 Q1007 NOSIG,M
VOTV,2013-01-01 11:40,76.9500,8.4667,86.00,73.40,66.15,240.00,6.00,0.00,29.77,M,3.73,M,FEW,FEW,BKN,M,1800.00,2500.00,10000.00,M,M,M,M,M,M,M,M,93.45,VOTV 011140Z 24006KT 6000 FEW018 FEW025TCU BKN100 30/23 Q1008 NOSIG,M
VOTV,2013-01-01 11:40,76.9500,8.4667,86.00,73.40,66.15,240.00,6.00,0.00,29.77,M,3.73,M,FEW,FEW,BKN,M,1800.00,2500.00,10000.00,M,M,M,M,M,M,M,M,93.45,VOTV 011140Z 24006KT 6000 FEW018 FEW025TCU BKN100 30/23 Q1008 NOSIG,M
VOTV,2013-01-01 11:40,76.9500,8.4667,86.00,73.40,66.15,240.00,11.66,0.00,29.77,M,3.73,M,FEW,FEW,BKN,M,1800.00,2500.00,10000.00,M,M,M,M,M,M,M,M,93.45,VOTV 011140Z 24006 6000 FEW018 FEW025TCU BKN100 30/23 Q1008 NOSIG,M
VOTV,2013-01-01 12:10,76.9500,8.4667,86.00,75.20,70.27,260.00,4.00,0.00,29.77,M,3.73,M,FEW,FEW,SCT,M,1800.00,2500.00,10000.00,M,M,M,M,M,M,M,M,95.19,VOTV 011210Z 26004KT 6000 FEW018 FEW025TCU SCT100 30/24 Q1008 NOSIG,M
VOTV,2013-01-01 12:40,76.9500,8.4667,84.20,75.20,74.44,240.00,4.00,0.00,29.77,M,3.73,M,FEW,SCT,M,M,1800.00,10000.00,M,M,M,M,M,M,M,M,M,92.45,VOTV 011240Z 24004KT 6000 FEW018 SCT100 29/24 Q1008 NOSIG,M
VOTV,2013-01-01 13:40,76.9500,8.4667,82.40,75.20,78.90,270.00,3.00,0.00,29.80,M,3.11,M,FEW,SCT,M,M,1800.00,10000.00,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011340Z 27003KT 5000 HZ FEW018 SCT100 28/24 Q1009 NOSIG,M
VOTV,2013-01-01 13:40,76.9500,8.4667,82.40,75.20,78.90,270.00,3.00,0.00,29.80,M,3.11,M,FEW,SCT,M,M,1800.00,10000.00,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011340Z 27003KT 5000 HZ FEW018 SCT100 28/24 Q1009 NOSIG,M
VOTV,2013-01-01 14:10,76.9500,8.4667,82.40,75.20,78.90,260.00,3.00,0.00,29.80,M,3.11,M,FEW,SCT,M,M,1800.00,10000.00,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011410Z 26003KT 5000 HZ FEW018 SCT100 28/24 Q1009 NOSIG,M
VOTV,2013-01-01 14:40,76.9500,8.4667,82.40,75.20,78.90,0.00,0.00,0.00,29.83,M,3.11,M,FEW,SCT,M,M,1800.00,10000.00,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011440Z 00000KT 5000 HZ FEW018 SCT100 28/24 Q1010 NOSIG,M
VOTV,2013-01-01 15:10,76.9500,8.4667,82.40,75.20,78.90,0.00,0.00,0.00,29.83,M,3.11,M,FEW,M,M,M,1800.00,M,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011510Z 00000KT 5000 HZ FEW018 28/24 Q1010 NOSIG,M
VOTV,2013-01-01 15:40,76.9500,8.4667,82.40,75.20,78.90,0.00,0.00,0.00,29.83,M,3.11,M,FEW,M,M,M,1800.00,M,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011540Z 00000KT 5000 HZ FEW018 28/24 Q1010 NOSIG,M
VOTV,2013-01-01 16:10,76.9500,8.4667,82.40,75.20,78.90,270.00,2.00,0.00,29.83,M,3.11,M,FEW,M,M,M,1800.00,M,M,M,HZ,M,M,M,M,M,M,89.48,VOTV 011610Z 27002KT 5000 HZ FEW018 28/24 Q1010 NOSIG,M
