station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
VOTV,2012-01-01 00:10,76.9500,8.4667,73.40,69.80,88.51,0.00,0.00,M,29.80,M,2.49,M,FEW,SCT,   ,   ,1500.00,10000.00,M,M,M,M,M,M,M,M,M,74.60,VOTV 010010Z 00000KT 4000 HZ FEW015 SCT100 23/21 Q1009 TEMP VIS 3000 HZ,M
VOTV,2012-01-01 01:40,76.9500,8.4667,73.40,69.80,88.51,100.00,3.00,M,29.83,M,1.55,M,FEW,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,74.60,VOTV 010140Z 10003KT 2500 HZ FEW015 23/21 Q1010 BECMG VIS 3000 HZ,M
VOTV,2012-01-01 02:40,76.9500,8.4667,77.00,69.80,78.48,0.00,0.00,M,29.85,M,2.49,M,FEW,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,78.09,VOTV 010240Z 00000KT 4000 HZ FEW015 25/21 Q1011 BECMG VIS 5000 HZ,M
VOTV,2012-01-01 03:40,76.9500,8.4667,80.60,69.80,69.71,100.00,5.00,M,29.85,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,83.90,VOTV 010340Z 10005KT 6000 FEW020 27/21 Q1011 NOSIG,M
VOTV,2012-01-01 04:10,76.9500,8.4667,84.20,69.80,62.03,100.00,6.00,M,29.85,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,88.43,VOTV 010410Z 10006KT 6000 FEW020 29/21 Q1011 NOSIG,M
VOTV,2012-01-01 04:40,76.9500,8.4667,86.00,68.00,55.04,0.00,0.00,M,29.85,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,89.41,VOTV 010440Z 00000KT 6000 FEW020 30/20 Q1011 NOSIG,M
VOTV,2012-01-01 05:10,76.9500,8.4667,86.00,68.00,55.04,0.00,4.00,M,29.85,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,89.41,VOTV 010510Z 00004KT 6000 FEW020 30/20 Q1011 NOSIG,M
VOTV,2012-01-01 05:40,76.9500,8.4667,87.80,66.20,48.84,0.00,0.00,M,29.85,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,90.31,VOTV 010540Z 00000KT 6000 FEW020 31/19 Q1011 NOSIG,M
VOTV,2012-01-01 06:10,76.9500,8.4667,87.80,69.80,55.29,270.00,3.00,M,29.83,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,92.71,VOTV 010610Z 27003KT 6000 FEW020 31/21 Q1010 NOSIG,M
VOTV,2012-01-01 06:40,76.9500,8.4667,87.80,69.80,55.29,250.00,5.00,M,29.83,M,3.73,M,FEW,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,92.71,VOTV 010640Z 25005KT 6000 FEW020 31/21 Q1010 NOSIG,M
