gId,filename,catalog_timestamp_utc,station,event_id,case_type,status,on_disk,size_bytes,opens,has_CMK,has_Latitude,has_Longitude,has_time,time_utc_decoded,time_vs_catalog_minutes,satellite_name,sensor_name,manifest_match,error
14828185,3RIMG_26DEC2024_2315_L2B_CMK_V01R00.h5,2024-12-26T23:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9671367,True,True,True,True,True,2024-12-26T23:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14828789,3RIMG_27DEC2024_0215_L2B_CMK_V01R00.h5,2024-12-27T02:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9680308,True,True,True,True,True,2024-12-27T02:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14830247,3RIMG_27DEC2024_0715_L2B_CMK_V01R00.h5,2024-12-27T07:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9646476,True,True,True,True,True,2024-12-27T07:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14831899,3RIMG_27DEC2024_1115_L2B_CMK_V01R00.h5,2024-12-27T11:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9622245,True,True,True,True,True,2024-12-27T11:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14832489,3RIMG_27DEC2024_1415_L2B_CMK_V01R00.h5,2024-12-27T14:15:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9624130,True,True,True,True,True,2024-12-27T14:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14833703,3RIMG_27DEC2024_1645_L2B_CMK_V01R00.h5,2024-12-27T16:45:00Z,VIDP,VIDP_TS_02_20241227T01,thunderstorm_episode,OK,True,9648155,True,True,True,True,True,2024-12-27T16:45:00Z,0.0,INSAT-3DR,IMAGER,True,
14898193,3RIMG_09JAN2025_2315_L2B_CMK_V01R00.h5,2025-01-09T23:15:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9667361,True,True,True,True,True,2025-01-09T23:15:00Z,0.0,INSAT-3DR,IMAGER,True,
14898973,3RIMG_10JAN2025_0345_L2B_CMK_V01R00.h5,2025-01-10T03:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9646185,True,True,True,True,True,2025-01-10T03:45:00Z,0.0,INSAT-3DR,IMAGER,True,
14899791,3RIMG_10JAN2025_0745_L2B_CMK_V01R00.h5,2025-01-10T07:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9615931,True,True,True,True,True,2025-01-10T07:45:00Z,0.0,INSAT-3DR,IMAGER,True,
14900455,3RIMG_10JAN2025_1045_L2B_CMK_V01R00.h5,2025-01-10T10:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9612781,True,True,True,True,True,2025-01-10T10:45:00Z,0.0,INSAT-3DR,IMAGER,True,
14901031,3RIMG_10JAN2025_1345_L2B_CMK_V01R00.h5,2025-01-10T13:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9594459,True,True,True,True,True,2025-01-10T13:45:00Z,0.0,INSAT-3DR,IMAGER,True,
14901601,3RIMG_10JAN2025_1645_L2B_CMK_V01R00.h5,2025-01-10T16:45:00Z,VIDP,VIDP_CTL_02_20241227T01,control,OK,True,9613617,True,True,True,True,True,2025-01-10T16:45:00Z,0.0,INSAT-3DR,IMAGER,True,
15607679,3RIMG_31MAY2025_1215_L2B_CMK_V01R00.h5,2025-05-31T12:15:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9628817,True,True,True,True,True,2025-05-31T12:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15608231,3RIMG_31MAY2025_1515_L2B_CMK_V01R00.h5,2025-05-31T15:15:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9612385,True,True,True,True,True,2025-05-31T15:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15608589,3RIMG_31MAY2025_1715_L2B_CMK_V01R00.h5,2025-05-31T17:15:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9618706,True,True,True,True,True,2025-05-31T17:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15609475,3RIMG_31MAY2025_2145_L2B_CMK_V01R00.h5,2025-05-31T21:45:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9637698,True,True,True,True,True,2025-05-31T21:45:00Z,0.0,INSAT-3DR,IMAGER,True,
15610011,3RIMG_31MAY2025_2345_L2B_CMK_V01R00.h5,2025-05-31T23:45:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9643507,True,True,True,True,True,2025-05-31T23:45:00Z,0.0,INSAT-3DR,IMAGER,True,
15610591,3RIMG_01JUN2025_0245_L2B_CMK_V01R00.h5,2025-06-01T02:45:00Z,VABB,VABB_CTL_03_20250614T14,control,OK,True,9626573,True,True,True,True,True,2025-06-01T02:45:00Z,0.0,INSAT-3DR,IMAGER,True,
15682305,3RIMG_14JUN2025_1215_L2B_CMK_V01R00.h5,2025-06-14T12:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9622637,True,True,True,True,True,2025-06-14T12:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15682909,3RIMG_14JUN2025_1515_L2B_CMK_V01R00.h5,2025-06-14T15:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9615547,True,True,True,True,True,2025-06-14T15:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15683541,3RIMG_14JUN2025_1815_L2B_CMK_V01R00.h5,2025-06-14T18:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9614822,True,True,True,True,True,2025-06-14T18:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15684365,3RIMG_14JUN2025_2115_L2B_CMK_V01R00.h5,2025-06-14T21:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9613945,True,True,True,True,True,2025-06-14T21:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15685171,3RIMG_15JUN2025_0015_L2B_CMK_V01R00.h5,2025-06-15T00:15:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9621586,True,True,True,True,True,2025-06-15T00:15:00Z,0.0,INSAT-3DR,IMAGER,True,
15685687,3RIMG_15JUN2025_0245_L2B_CMK_V01R00.h5,2025-06-15T02:45:00Z,VABB,VABB_TS_03_20250614T14,thunderstorm_episode,OK,True,9611164,True,True,True,True,True,2025-06-15T02:45:00Z,0.0,INSAT-3DR,IMAGER,True,
