station,event_id,case_type,event_start_utc,event_end_utc,satellite_window_start_utc,satellite_window_end_utc,catalog_timestamp_utc,filename,gId,availability_status
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T18:15:00Z,3RIMG_05JUN2017_1815_L2B_CMK_V01R00.h5,5043149,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T19:45:00Z,3RIMG_05JUN2017_1945_L2B_CMK_V01R00.h5,5043286,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T20:15:00Z,3RIMG_05JUN2017_2015_L2B_CMK_V01R00.h5,5043340,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T20:45:00Z,3RIMG_05JUN2017_2045_L2B_CMK_V01R00.h5,5043365,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T21:15:00Z,3RIMG_05JUN2017_2115_L2B_CMK_V01R00.h5,5043434,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T21:45:00Z,3RIMG_05JUN2017_2145_L2B_CMK_V01R00.h5,5043486,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T22:15:00Z,3RIMG_05JUN2017_2215_L2B_CMK_V01R00.h5,5043518,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T22:45:00Z,3RIMG_05JUN2017_2245_L2B_CMK_V01R00.h5,5043574,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T23:15:00Z,3RIMG_05JUN2017_2315_L2B_CMK_V01R00.h5,5043637,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-05T23:45:00Z,3RIMG_05JUN2017_2345_L2B_CMK_V01R00.h5,5043670,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T00:15:00Z,3RIMG_06JUN2017_0015_L2B_CMK_V01R00.h5,5043718,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T00:45:00Z,3RIMG_06JUN2017_0045_L2B_CMK_V01R00.h5,5043792,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T01:15:00Z,3RIMG_06JUN2017_0115_L2B_CMK_V01R00.h5,5043872,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T01:45:00Z,3RIMG_06JUN2017_0145_L2B_CMK_V01R00.h5,5043896,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T02:15:00Z,3RIMG_06JUN2017_0215_L2B_CMK_V01R00.h5,5043956,AVAILABLE
VECC,VECC_CTL_01_20170619T10,control,2017-06-05T10:00:00+00:00,2017-06-06T01:00:00+00:00,2017-06-05T08:00:00+00:00,2017-06-06T03:00:00+00:00,2017-06-06T02:45:00Z,3RIMG_06JUN2017_0245_L2B_CMK_V01R00.h5,5044268,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T16:15:00Z,3RIMG_19SEP2021_1615_L2B_CMK_V01R00.h5,9552774,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T16:45:00Z,3RIMG_19SEP2021_1645_L2B_CMK_V01R00.h5,9552823,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T17:15:00Z,3RIMG_19SEP2021_1715_L2B_CMK_V01R00.h5,9552842,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T22:15:00Z,3RIMG_19SEP2021_2215_L2B_CMK_V01R00.h5,9552960,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T22:45:00Z,3RIMG_19SEP2021_2245_L2B_CMK_V01R00.h5,9552989,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T23:15:00Z,3RIMG_19SEP2021_2315_L2B_CMK_V01R00.h5,9553018,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-19T23:45:00Z,3RIMG_19SEP2021_2345_L2B_CMK_V01R00.h5,9553049,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T00:15:00Z,3RIMG_20SEP2021_0015_L2B_CMK_V01R00.h5,9553090,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T00:45:00Z,3RIMG_20SEP2021_0045_L2B_CMK_V01R00.h5,9553134,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T01:15:00Z,3RIMG_20SEP2021_0115_L2B_CMK_V01R00.h5,9553170,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T01:45:00Z,3RIMG_20SEP2021_0145_L2B_CMK_V01R00.h5,9553212,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T02:15:00Z,3RIMG_20SEP2021_0215_L2B_CMK_V01R00.h5,9553259,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T02:45:00Z,3RIMG_20SEP2021_0245_L2B_CMK_V01R00.h5,9553303,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T03:15:00Z,3RIMG_20SEP2021_0315_L2B_CMK_V01R00.h5,9553371,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T03:45:00Z,3RIMG_20SEP2021_0345_L2B_CMK_V01R00.h5,9553414,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T04:15:00Z,3RIMG_20SEP2021_0415_L2B_CMK_V01R00.h5,9553465,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T04:45:00Z,3RIMG_20SEP2021_0445_L2B_CMK_V01R00.h5,9553509,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T05:15:00Z,3RIMG_20SEP2021_0515_L2B_CMK_V01R00.h5,9553560,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T05:45:00Z,3RIMG_20SEP2021_0545_L2B_CMK_V01R00.h5,9553610,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T06:15:00Z,3RIMG_20SEP2021_0615_L2B_CMK_V01R00.h5,9553659,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T06:45:00Z,3RIMG_20SEP2021_0645_L2B_CMK_V01R00.h5,9553712,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T07:15:00Z,3RIMG_20SEP2021_0715_L2B_CMK_V01R00.h5,9553768,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T07:45:00Z,3RIMG_20SEP2021_0745_L2B_CMK_V01R00.h5,9553818,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T08:15:00Z,3RIMG_20SEP2021_0815_L2B_CMK_V01R00.h5,9553864,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T08:45:00Z,3RIMG_20SEP2021_0845_L2B_CMK_V01R00.h5,9553913,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T09:15:00Z,3RIMG_20SEP2021_0915_L2B_CMK_V01R00.h5,9553958,AVAILABLE
VECC,VECC_TS_02_20210919T18,thunderstorm_episode,2021-09-19T18:00:00+00:00,2021-09-20T08:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-20T10:00:00+00:00,2021-09-20T09:45:00Z,3RIMG_20SEP2021_0945_L2B_CMK_V01R00.h5,9554010,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T16:15:00Z,3RIMG_10OCT2021_1615_L2B_CMK_V01R00.h5,9615273,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T16:45:00Z,3RIMG_10OCT2021_1645_L2B_CMK_V01R00.h5,9615319,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T20:45:00Z,3RIMG_10OCT2021_2045_L2B_CMK_V01R00.h5,9615398,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T21:15:00Z,3RIMG_10OCT2021_2115_L2B_CMK_V01R00.h5,9615447,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T21:45:00Z,3RIMG_10OCT2021_2145_L2B_CMK_V01R00.h5,9615498,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T22:15:00Z,3RIMG_10OCT2021_2215_L2B_CMK_V01R00.h5,9615533,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T22:45:00Z,3RIMG_10OCT2021_2245_L2B_CMK_V01R00.h5,9615551,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T23:15:00Z,3RIMG_10OCT2021_2315_L2B_CMK_V01R00.h5,9615583,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-10T23:45:00Z,3RIMG_10OCT2021_2345_L2B_CMK_V01R00.h5,9615625,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T00:15:00Z,3RIMG_11OCT2021_0015_L2B_CMK_V01R00.h5,9615658,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T00:45:00Z,3RIMG_11OCT2021_0045_L2B_CMK_V01R00.h5,9615704,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T01:15:00Z,3RIMG_11OCT2021_0115_L2B_CMK_V01R00.h5,9615751,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T01:45:00Z,3RIMG_11OCT2021_0145_L2B_CMK_V01R00.h5,9615796,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T02:15:00Z,3RIMG_11OCT2021_0215_L2B_CMK_V01R00.h5,9615843,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T02:45:00Z,3RIMG_11OCT2021_0245_L2B_CMK_V01R00.h5,9615889,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T03:15:00Z,3RIMG_11OCT2021_0315_L2B_CMK_V01R00.h5,9615969,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T03:45:00Z,3RIMG_11OCT2021_0345_L2B_CMK_V01R00.h5,9616014,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T04:15:00Z,3RIMG_11OCT2021_0415_L2B_CMK_V01R00.h5,9616057,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T04:45:00Z,3RIMG_11OCT2021_0445_L2B_CMK_V01R00.h5,9616109,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T05:15:00Z,3RIMG_11OCT2021_0515_L2B_CMK_V01R00.h5,9616159,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T05:45:00Z,3RIMG_11OCT2021_0545_L2B_CMK_V01R00.h5,9616209,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T06:15:00Z,3RIMG_11OCT2021_0615_L2B_CMK_V01R00.h5,9616272,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T06:45:00Z,3RIMG_11OCT2021_0645_L2B_CMK_V01R00.h5,9616323,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T07:15:00Z,3RIMG_11OCT2021_0715_L2B_CMK_V01R00.h5,9616510,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T07:45:00Z,3RIMG_11OCT2021_0745_L2B_CMK_V01R00.h5,9616623,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T08:15:00Z,3RIMG_11OCT2021_0815_L2B_CMK_V01R00.h5,9616721,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T08:45:00Z,3RIMG_11OCT2021_0845_L2B_CMK_V01R00.h5,9616904,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T09:15:00Z,3RIMG_11OCT2021_0915_L2B_CMK_V01R00.h5,9617041,AVAILABLE
VECC,VECC_CTL_02_20210919T18,control,2021-10-10T18:00:00+00:00,2021-10-11T08:00:00+00:00,2021-10-10T16:00:00+00:00,2021-10-11T10:00:00+00:00,2021-10-11T09:45:00Z,3RIMG_11OCT2021_0945_L2B_CMK_V01R00.h5,9617136,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T01:14:00Z,3RIMG_27MAY2021_0114_L2B_CMK_V01R00.h5,9315490,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T01:44:00Z,3RIMG_27MAY2021_0144_L2B_CMK_V01R00.h5,9315794,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T02:14:00Z,3RIMG_27MAY2021_0214_L2B_CMK_V01R00.h5,9315575,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T02:44:00Z,3RIMG_27MAY2021_0244_L2B_CMK_V01R00.h5,9315636,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T03:14:00Z,3RIMG_27MAY2021_0314_L2B_CMK_V01R00.h5,9315693,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T03:44:00Z,3RIMG_27MAY2021_0344_L2B_CMK_V01R00.h5,9315749,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T04:14:00Z,3RIMG_27MAY2021_0414_L2B_CMK_V01R00.h5,9315816,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T04:44:00Z,3RIMG_27MAY2021_0444_L2B_CMK_V01R00.h5,9315869,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T05:14:00Z,3RIMG_27MAY2021_0514_L2B_CMK_V01R00.h5,9315921,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T05:44:00Z,3RIMG_27MAY2021_0544_L2B_CMK_V01R00.h5,9315984,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T06:14:00Z,3RIMG_27MAY2021_0614_L2B_CMK_V01R00.h5,9316069,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T06:44:00Z,3RIMG_27MAY2021_0644_L2B_CMK_V01R00.h5,9316139,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T07:14:00Z,3RIMG_27MAY2021_0714_L2B_CMK_V01R00.h5,9316215,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T07:44:00Z,3RIMG_27MAY2021_0744_L2B_CMK_V01R00.h5,9316276,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T08:14:00Z,3RIMG_27MAY2021_0814_L2B_CMK_V01R00.h5,9316334,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T08:44:00Z,3RIMG_27MAY2021_0844_L2B_CMK_V01R00.h5,9316390,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T09:14:00Z,3RIMG_27MAY2021_0914_L2B_CMK_V01R00.h5,9316441,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T09:44:00Z,3RIMG_27MAY2021_0944_L2B_CMK_V01R00.h5,9316497,AVAILABLE
VECC,VECC_TS_03_20210527T03,thunderstorm_episode,2021-05-27T03:00:00+00:00,2021-05-27T16:00:00+00:00,2021-05-27T01:00:00+00:00,2021-05-27T18:00:00+00:00,2021-05-27T10:14:00Z,3RIMG_27MAY2021_1014_L2B_CMK_V01R00.h5,9316588,AVAILABLE
