station_id,lead,n,positive_count,negative_count,positive_rate,PR-AUC,ROC-AUC,precision,recall,F1,F2,alert_rate,TP,FP,FN,TN,threshold
POOLED,1h,31949,946,31003,0.029609690444145357,0.477623002193297,0.9114976017802001,0.16364492582999765,0.7346723044397463,0.2676680146350857,0.4326982941103225,0.1329306081567498,695,3552,251,27451,0.065
POOLED,2h,31876,969,30907,0.030399046304429665,0.4721010073287626,0.914031618474719,0.16854741896758704,0.7244582043343654,0.27347097779509155,0.43651287153339136,0.13066256744886434,702,3463,267,27444,0.065
POOLED,3h,31581,952,30629,0.030144707260694723,0.49595779581715965,0.9093293697053735,0.15812356979405034,0.7258403361344538,0.25967681322810976,0.42247493274639275,0.13837433900129825,691,3679,261,26950,0.065
