grain,event_id,station,case_type,event_start_utc,event_end_utc,period,target_timestamp_utc,hourly_timestamp_utc,sat_observation_time_utc,sat_acquisition_end_utc,sat_age_minutes,sat_cloud_mask_at_station,sat_cloud_mask_class,sat_cloudy_fraction_25km,sat_clear_fraction_25km,sat_valid_pixel_count_25km,sat_observation_available,gId,source_filename,in_phase8b_hourly_universe
scan,VECC_TS_01_20170619T10,VECC,thunderstorm_episode,2017-06-19T10:00:00Z,2017-06-20T01:00:00Z,post_event,2017-06-19T10:00:00Z,,2017-06-20T02:45:00Z,2017-06-20T03:11:59Z,-1031.983,1.0,Cloudy,1.0,0.0,98.0,1,5091595,3RIMG_20JUN2017_0245_L2B_CMK_V01R00.h5,False
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,pre_event,2024-05-06T13:00:00Z,,2024-05-06T11:15:00Z,2024-05-06T11:42:29Z,77.517,3.0,Probably_Cloudy,1.0,0.0,98.0,1,13522375,3RIMG_06MAY2024_1115_L2B_CMK_V01R00.h5,True
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T13:00:00Z,,2024-05-06T13:15:00Z,2024-05-06T13:42:30Z,-42.5,1.0,Cloudy,1.0,0.0,98.0,1,13522685,3RIMG_06MAY2024_1315_L2B_CMK_V01R00.h5,True
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T13:00:00Z,,2024-05-06T16:15:00Z,2024-05-06T16:42:30Z,-222.5,1.0,Cloudy,1.0,0.0,98.0,1,13522893,3RIMG_06MAY2024_1615_L2B_CMK_V01R00.h5,True
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T13:00:00Z,,2024-05-06T23:15:00Z,2024-05-06T23:42:30Z,-642.5,1.0,Cloudy,1.0,0.0,98.0,1,13523613,3RIMG_06MAY2024_2315_L2B_CMK_V01R00.h5,True
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,post_event,2024-05-06T13:00:00Z,,2024-05-07T01:15:00Z,2024-05-07T01:42:29Z,-762.483,1.0,Cloudy,1.0,0.0,98.0,1,13523803,3RIMG_07MAY2024_0115_L2B_CMK_V01R00.h5,True
scan,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,post_event,2024-05-06T13:00:00Z,,2024-05-07T02:45:00Z,2024-05-07T03:12:29Z,-852.483,3.0,Probably_Cloudy,1.0,0.0,98.0,1,13524145,3RIMG_07MAY2024_0245_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T13:00:00Z,2024-05-06T13:00:00Z,2024-05-06T11:15:00Z,2024-05-06T11:42:29Z,77.51666666666667,3.0,,1.0,0.0,98.0,1,13522375.0,3RIMG_06MAY2024_1115_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T14:00:00Z,2024-05-06T14:00:00Z,2024-05-06T13:15:00Z,2024-05-06T13:42:30Z,17.5,1.0,,1.0,0.0,98.0,1,13522685.0,3RIMG_06MAY2024_1315_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T15:00:00Z,2024-05-06T15:00:00Z,2024-05-06T13:15:00Z,2024-05-06T13:42:30Z,77.5,1.0,,1.0,0.0,98.0,1,13522685.0,3RIMG_06MAY2024_1315_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T16:00:00Z,2024-05-06T16:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T17:00:00Z,2024-05-06T17:00:00Z,2024-05-06T16:15:00Z,2024-05-06T16:42:30Z,17.5,1.0,,1.0,0.0,98.0,1,13522893.0,3RIMG_06MAY2024_1615_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T18:00:00Z,2024-05-06T18:00:00Z,2024-05-06T16:15:00Z,2024-05-06T16:42:30Z,77.5,1.0,,1.0,0.0,98.0,1,13522893.0,3RIMG_06MAY2024_1615_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T19:00:00Z,2024-05-06T19:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T20:00:00Z,2024-05-06T20:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T21:00:00Z,2024-05-06T21:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T22:00:00Z,2024-05-06T22:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-06T23:00:00Z,2024-05-06T23:00:00Z,,,,,,,,,0,,,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-07T00:00:00Z,2024-05-07T00:00:00Z,2024-05-06T23:15:00Z,2024-05-06T23:42:30Z,17.5,1.0,,1.0,0.0,98.0,1,13523613.0,3RIMG_06MAY2024_2315_L2B_CMK_V01R00.h5,True
hourly_causal,VECC_TS_04_20240506T13,VECC,thunderstorm_episode,2024-05-06T13:00:00Z,2024-05-07T01:00:00Z,event,2024-05-07T01:00:00Z,2024-05-07T01:00:00Z,2024-05-06T23:15:00Z,2024-05-06T23:42:30Z,77.5,1.0,,1.0,0.0,98.0,1,13523613.0,3RIMG_06MAY2024_2315_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,pre_event,2025-01-10T01:00:00Z,,2025-01-09T23:15:00Z,2025-01-09T23:42:29Z,77.517,0.0,Clear,0.0,1.0,98.0,1,14898193,3RIMG_09JAN2025_2315_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T01:00:00Z,,2025-01-10T03:45:00Z,2025-01-10T04:12:29Z,-192.483,2.0,Probably_Clear,0.0510204081632653,0.9489795918367347,98.0,1,14898973,3RIMG_10JAN2025_0345_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T01:00:00Z,,2025-01-10T07:45:00Z,2025-01-10T08:12:29Z,-432.483,2.0,Probably_Clear,0.0714285714285714,0.9285714285714286,98.0,1,14899791,3RIMG_10JAN2025_0745_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T01:00:00Z,,2025-01-10T10:45:00Z,2025-01-10T11:12:29Z,-612.483,2.0,Probably_Clear,0.0,1.0,98.0,1,14900455,3RIMG_10JAN2025_1045_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T01:00:00Z,,2025-01-10T13:45:00Z,2025-01-10T14:12:29Z,-792.483,3.0,Probably_Cloudy,0.8163265306122449,0.1836734693877551,98.0,1,14901031,3RIMG_10JAN2025_1345_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,post_event,2025-01-10T01:00:00Z,,2025-01-10T16:45:00Z,2025-01-10T17:12:28Z,-972.467,0.0,Clear,0.0204081632653061,0.979591836734694,98.0,1,14901601,3RIMG_10JAN2025_1645_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T01:00:00Z,2025-01-10T01:00:00Z,2025-01-09T23:15:00Z,2025-01-09T23:42:29Z,77.51666666666667,0.0,,0.0,1.0,98.0,1,14898193.0,3RIMG_09JAN2025_2315_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T02:00:00Z,2025-01-10T02:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T03:00:00Z,2025-01-10T03:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T04:00:00Z,2025-01-10T04:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T05:00:00Z,2025-01-10T05:00:00Z,2025-01-10T03:45:00Z,2025-01-10T04:12:29Z,47.516666666666666,2.0,,0.0510204081632653,0.9489795918367347,98.0,1,14898973.0,3RIMG_10JAN2025_0345_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T06:00:00Z,2025-01-10T06:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T07:00:00Z,2025-01-10T07:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T08:00:00Z,2025-01-10T08:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T09:00:00Z,2025-01-10T09:00:00Z,2025-01-10T07:45:00Z,2025-01-10T08:12:29Z,47.516666666666666,2.0,,0.0714285714285714,0.9285714285714286,98.0,1,14899791.0,3RIMG_10JAN2025_0745_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T10:00:00Z,2025-01-10T10:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T11:00:00Z,2025-01-10T11:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T12:00:00Z,2025-01-10T12:00:00Z,2025-01-10T10:45:00Z,2025-01-10T11:12:29Z,47.516666666666666,2.0,,0.0,1.0,98.0,1,14900455.0,3RIMG_10JAN2025_1045_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T13:00:00Z,2025-01-10T13:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T14:00:00Z,2025-01-10T14:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_02_20241227T01,VIDP,control,2025-01-10T01:00:00Z,2025-01-10T15:00:00Z,event,2025-01-10T15:00:00Z,2025-01-10T15:00:00Z,2025-01-10T13:45:00Z,2025-01-10T14:12:29Z,47.516666666666666,3.0,,0.8163265306122449,0.1836734693877551,98.0,1,14901031.0,3RIMG_10JAN2025_1345_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,pre_event,2021-12-24T19:00:00Z,,2021-12-24T17:15:00Z,2021-12-24T17:42:21Z,77.65,2.0,Probably_Clear,0.0,1.0,98.0,1,9839624,3RIMG_24DEC2021_1715_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T19:00:00Z,,2021-12-24T19:15:00Z,2021-12-24T19:42:20Z,-42.333,2.0,Probably_Clear,0.0,1.0,98.0,1,9839792,3RIMG_24DEC2021_1915_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T19:00:00Z,,2021-12-24T22:15:00Z,2021-12-24T22:42:21Z,-222.35,2.0,Probably_Clear,0.0,1.0,98.0,1,9840126,3RIMG_24DEC2021_2215_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T19:00:00Z,,2021-12-25T00:15:00Z,2021-12-25T00:42:21Z,-342.35,2.0,Probably_Clear,0.0,1.0,98.0,1,9840286,3RIMG_25DEC2021_0015_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,post_event,2021-12-24T19:00:00Z,,2021-12-25T06:45:00Z,2021-12-25T07:12:20Z,-732.333,2.0,Probably_Clear,0.010204081632653,0.9897959183673468,98.0,1,9841457,3RIMG_25DEC2021_0645_L2B_CMK_V01R00.h5,True
scan,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,post_event,2021-12-24T19:00:00Z,,2021-12-25T08:45:00Z,2021-12-25T09:12:20Z,-852.333,2.0,Probably_Clear,0.0306122448979591,0.9693877551020408,98.0,1,9842117,3RIMG_25DEC2021_0845_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T19:00:00Z,2021-12-24T19:00:00Z,2021-12-24T17:15:00Z,2021-12-24T17:42:21Z,77.65,2.0,,0.0,1.0,98.0,1,9839624.0,3RIMG_24DEC2021_1715_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T20:00:00Z,2021-12-24T20:00:00Z,2021-12-24T19:15:00Z,2021-12-24T19:42:20Z,17.666666666666668,2.0,,0.0,1.0,98.0,1,9839792.0,3RIMG_24DEC2021_1915_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T21:00:00Z,2021-12-24T21:00:00Z,2021-12-24T19:15:00Z,2021-12-24T19:42:20Z,77.66666666666667,2.0,,0.0,1.0,98.0,1,9839792.0,3RIMG_24DEC2021_1915_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T22:00:00Z,2021-12-24T22:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-24T23:00:00Z,2021-12-24T23:00:00Z,2021-12-24T22:15:00Z,2021-12-24T22:42:21Z,17.65,2.0,,0.0,1.0,98.0,1,9840126.0,3RIMG_24DEC2021_2215_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,2021-12-24T22:15:00Z,2021-12-24T22:42:21Z,77.65,2.0,,0.0,1.0,98.0,1,9840126.0,3RIMG_24DEC2021_2215_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T01:00:00Z,2021-12-25T01:00:00Z,2021-12-25T00:15:00Z,2021-12-25T00:42:21Z,17.65,2.0,,0.0,1.0,98.0,1,9840286.0,3RIMG_25DEC2021_0015_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T02:00:00Z,2021-12-25T02:00:00Z,2021-12-25T00:15:00Z,2021-12-25T00:42:21Z,77.65,2.0,,0.0,1.0,98.0,1,9840286.0,3RIMG_25DEC2021_0015_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T03:00:00Z,2021-12-25T03:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T04:00:00Z,2021-12-25T04:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T05:00:00Z,2021-12-25T05:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T06:00:00Z,2021-12-25T06:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_CTL_03_20220107T19,VIDP,control,2021-12-24T19:00:00Z,2021-12-25T07:00:00Z,event,2021-12-25T07:00:00Z,2021-12-25T07:00:00Z,,,,,,,,,0,,,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,pre_event,2024-12-27T01:00:00Z,,2024-12-26T23:15:00Z,2024-12-26T23:42:28Z,77.533,1.0,Cloudy,1.0,0.0,98.0,1,14828185,3RIMG_26DEC2024_2315_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T01:00:00Z,,2024-12-27T02:15:00Z,2024-12-27T02:42:28Z,-102.467,1.0,Cloudy,1.0,0.0,98.0,1,14828789,3RIMG_27DEC2024_0215_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T01:00:00Z,,2024-12-27T07:15:00Z,2024-12-27T07:42:27Z,-402.45,1.0,Cloudy,1.0,0.0,98.0,1,14830247,3RIMG_27DEC2024_0715_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T01:00:00Z,,2024-12-27T11:15:00Z,2024-12-27T11:42:27Z,-642.45,1.0,Cloudy,1.0,0.0,98.0,1,14831899,3RIMG_27DEC2024_1115_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T01:00:00Z,,2024-12-27T14:15:00Z,2024-12-27T14:42:28Z,-822.467,1.0,Cloudy,1.0,0.0,98.0,1,14832489,3RIMG_27DEC2024_1415_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,post_event,2024-12-27T01:00:00Z,,2024-12-27T16:45:00Z,2024-12-27T17:12:27Z,-972.45,1.0,Cloudy,0.9489795918367347,0.0510204081632653,98.0,1,14833703,3RIMG_27DEC2024_1645_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T01:00:00Z,2024-12-27T01:00:00Z,2024-12-26T23:15:00Z,2024-12-26T23:42:28Z,77.53333333333333,1.0,,1.0,0.0,98.0,1,14828185.0,3RIMG_26DEC2024_2315_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T02:00:00Z,2024-12-27T02:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T03:00:00Z,2024-12-27T03:00:00Z,2024-12-27T02:15:00Z,2024-12-27T02:42:28Z,17.533333333333335,1.0,,1.0,0.0,98.0,1,14828789.0,3RIMG_27DEC2024_0215_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T04:00:00Z,2024-12-27T04:00:00Z,2024-12-27T02:15:00Z,2024-12-27T02:42:28Z,77.53333333333333,1.0,,1.0,0.0,98.0,1,14828789.0,3RIMG_27DEC2024_0215_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T05:00:00Z,2024-12-27T05:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T06:00:00Z,2024-12-27T06:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T07:00:00Z,2024-12-27T07:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T08:00:00Z,2024-12-27T08:00:00Z,2024-12-27T07:15:00Z,2024-12-27T07:42:27Z,17.55,1.0,,1.0,0.0,98.0,1,14830247.0,3RIMG_27DEC2024_0715_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T09:00:00Z,2024-12-27T09:00:00Z,2024-12-27T07:15:00Z,2024-12-27T07:42:27Z,77.55,1.0,,1.0,0.0,98.0,1,14830247.0,3RIMG_27DEC2024_0715_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T10:00:00Z,2024-12-27T10:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T11:00:00Z,2024-12-27T11:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T12:00:00Z,2024-12-27T12:00:00Z,2024-12-27T11:15:00Z,2024-12-27T11:42:27Z,17.55,1.0,,1.0,0.0,98.0,1,14831899.0,3RIMG_27DEC2024_1115_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T13:00:00Z,2024-12-27T13:00:00Z,2024-12-27T11:15:00Z,2024-12-27T11:42:27Z,77.55,1.0,,1.0,0.0,98.0,1,14831899.0,3RIMG_27DEC2024_1115_L2B_CMK_V01R00.h5,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T14:00:00Z,2024-12-27T14:00:00Z,,,,,,,,,0,,,True
hourly_causal,VIDP_TS_02_20241227T01,VIDP,thunderstorm_episode,2024-12-27T01:00:00Z,2024-12-27T15:00:00Z,event,2024-12-27T15:00:00Z,2024-12-27T15:00:00Z,2024-12-27T14:15:00Z,2024-12-27T14:42:28Z,17.533333333333335,1.0,,1.0,0.0,98.0,1,14832489.0,3RIMG_27DEC2024_1415_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_03_20220107T19,VIDP,thunderstorm_episode,2022-01-07T19:00:00Z,2022-01-08T07:00:00Z,pre_event,2022-01-07T19:00:00Z,,2022-01-07T17:15:00Z,2022-01-07T17:42:21Z,77.65,1.0,Cloudy,1.0,0.0,98.0,1,9877886,3RIMG_07JAN2022_1715_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_03_20220107T19,VIDP,thunderstorm_episode,2022-01-07T19:00:00Z,2022-01-08T07:00:00Z,event,2022-01-07T19:00:00Z,,2022-01-07T20:15:00Z,2022-01-07T20:42:21Z,-102.35,1.0,Cloudy,1.0,0.0,98.0,1,9878125,3RIMG_07JAN2022_2015_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_03_20220107T19,VIDP,thunderstorm_episode,2022-01-07T19:00:00Z,2022-01-08T07:00:00Z,event,2022-01-07T19:00:00Z,,2022-01-07T23:15:00Z,2022-01-07T23:42:20Z,-282.333,1.0,Cloudy,1.0,0.0,98.0,1,9878374,3RIMG_07JAN2022_2315_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_03_20220107T19,VIDP,thunderstorm_episode,2022-01-07T19:00:00Z,2022-01-08T07:00:00Z,event,2022-01-07T19:00:00Z,,2022-01-08T03:15:00Z,2022-01-08T03:42:20Z,-522.333,1.0,Cloudy,1.0,0.0,98.0,1,9878696,3RIMG_08JAN2022_0315_L2B_CMK_V01R00.h5,True
scan,VIDP_TS_03_20220107T19,VIDP,thunderstorm_episode,2022-01-07T19:00:00Z,2022-01-08T07:00:00Z,event,2022-01-07T19:00:00Z,,2022-01-08T06:15:00Z,2022-01-08T06:42:20Z,-702.333,1.0,Cloudy,1.0,0.0,98.0,1,9879010,3RIMG_08JAN2022_0615_L2B_CMK_V01R00.h5,True
