date,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,cloud_cover,weather_code
2021-01-01 00:00:00+00:00,25.1,86.564705,1007.83826,5.6233797,39.805527,0.0,84.0,3.0
2021-01-01 01:00:00+00:00,24.9,84.722855,1008.5376,7.9036193,59.93151,0.0,92.0,3.0
2021-01-01 02:00:00+00:00,25.25,79.98985,1009.43756,8.891344,68.62931,0.0,74.0,2.0
2021-01-01 03:00:00+00:00,26.9,68.0202,1010.23975,6.489992,70.559875,0.0,69.0,2.0
2021-01-01 04:00:00+00:00,27.95,58.828568,1010.64105,3.396233,122.00535,0.0,81.0,3.0
2021-01-01 05:00:00+00:00,29.15,54.527508,1010.643,2.7416782,113.19862,0.0,98.0,3.0
2021-01-01 06:00:00+00:00,30.4,50.584484,1010.14514,2.2768397,288.43503,0.0,98.0,3.0
2021-01-01 07:00:00+00:00,30.5,51.725048,1009.24585,5.4119864,266.186,0.0,98.0,3.0
2021-01-01 08:00:00+00:00,30.0,58.581383,1008.7451,8.373386,244.5367,0.0,92.0,3.0
2021-01-01 09:00:00+00:00,29.6,62.0014,1008.1447,9.659814,243.43501,0.0,97.0,3.0
2021-01-01 10:00:00+00:00,29.65,62.01246,1007.8452,9.028754,246.50142,0.0,91.0,3.0
2021-01-01 11:00:00+00:00,29.2,64.22998,1008.1441,7.968939,251.56496,0.0,81.0,3.0
2021-01-01 12:00:00+00:00,28.0,71.42923,1008.34247,1.609969,206.56499,0.0,97.0,3.0
2021-01-01 13:00:00+00:00,26.55,76.126495,1008.6401,5.495161,121.60746,0.0,97.0,3.0
2021-01-01 14:00:00+00:00,26.45,63.44285,1009.4395,4.3349743,94.76356,0.0,97.0,3.0
2021-01-01 15:00:00+00:00,25.25,72.039116,1010.0373,4.3498964,114.44395,0.0,98.0,3.0
2021-01-01 16:00:00+00:00,26.3,62.23143,1010.43866,2.2768397,161.56496,0.0,98.0,3.0
2021-01-01 17:00:00+00:00,26.05,62.566944,1010.3383,1.835647,101.3099,0.0,100.0,3.0
