date,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,cloud_cover,weather_code
2024-01-01 00:00:00+00:00,24.35,83.891075,1010.73566,6.193674,35.537766,0.0,100.0,3.0
2024-01-01 01:00:00+00:00,24.4,82.116035,1011.5353,5.0528407,94.08554,0.0,100.0,3.0
2024-01-01 02:00:00+00:00,25.05,80.701035,1012.7357,9.021574,118.61037,0.0,100.0,3.0
2024-01-01 03:00:00+00:00,26.95,71.89791,1013.6385,7.754637,111.801476,0.0,100.0,3.0
2024-01-01 04:00:00+00:00,28.95,61.478252,1013.7413,6.725354,105.52418,0.0,100.0,3.0
2024-01-01 05:00:00+00:00,30.15,55.114254,1013.3434,5.6002855,135.0001,0.0,100.0,3.0
2024-01-01 06:00:00+00:00,30.9,52.47271,1012.44476,4.802999,192.99461,0.0,100.0,3.0
2024-01-01 07:00:00+00:00,30.55,57.46395,1011.6447,8.714677,218.2902,0.0,100.0,3.0
2024-01-01 08:00:00+00:00,29.75,66.53127,1010.544,11.480557,228.81418,0.0,100.0,3.0
2024-01-01 09:00:00+00:00,29.45,65.46832,1009.64404,12.096214,233.47105,0.0,100.0,3.0
2024-01-01 10:00:00+00:00,29.0,67.19307,1009.2433,10.514218,231.95291,0.0,100.0,3.0
2024-01-01 11:00:00+00:00,28.8,67.976036,1009.04315,7.42159,230.90614,0.0,100.0,3.0
2024-01-01 12:00:00+00:00,28.25,69.969475,1009.2424,5.3517847,227.72638,0.0,100.0,3.0
2024-01-01 13:00:00+00:00,26.8,86.46311,1010.43964,3.9763298,84.805664,0.0,100.0,3.0
2024-01-01 14:00:00+00:00,27.1,76.44343,1011.03973,7.5685663,115.34614,0.0,100.0,3.0
2024-01-01 15:00:00+00:00,27.15,69.97797,1011.7396,7.9036193,120.0685,0.0,100.0,3.0
2024-01-01 16:00:00+00:00,27.05,70.38994,1012.03925,6.8777895,137.12111,0.0,100.0,3.0
2024-01-01 17:00:00+00:00,26.8,73.20376,1012.0389,5.3517847,137.72638,0.0,100.0,3.0
2024-01-01 18:00:00+00:00,25.95,76.73443,1011.63776,6.830519,71.564964,0.0,100.0,3.0
2024-01-01 19:00:00+00:00,25.05,78.26405,1010.9365,8.913181,43.36347,0.0,99.0,3.0
2024-01-01 20:00:00+00:00,24.6,78.44039,1010.1362,8.4963045,36.38445,0.0,100.0,3.0
2024-01-01 21:00:00+00:00,23.95,80.55728,1009.3357,7.386582,43.02507,0.0,100.0,3.0
2024-01-01 22:00:00+00:00,24.0,81.06226,1009.13574,4.6938252,85.60138,0.0,100.0,3.0
2024-01-01 23:00:00+00:00,24.45,78.90399,1009.5362,5.4477882,82.40546,0.0,82.0,3.0
2024-01-02 00:00:00+00:00,24.75,76.78724,1009.93677,7.42159,104.03627,0.0,76.0,2.0
2024-01-02 01:00:00+00:00,24.55,83.91322,1009.8364,2.9024127,119.74479,0.0,1.0,0.0
2024-01-02 02:00:00+00:00,25.5,78.80969,1010.53766,2.9024127,97.12492,0.0,52.0,2.0
2024-01-02 03:00:00+00:00,27.45,68.96943,1011.34015,4.6800003,112.61991,0.0,75.0,2.0
2024-01-02 04:00:00+00:00,29.35,60.443405,1011.9428,4.6102495,128.65984,0.0,0.0,0.0
2024-01-02 05:00:00+00:00,30.9,53.620144,1011.6451,4.1046314,164.74483,0.0,0.0,0.0
2024-01-02 06:00:00+00:00,31.75,52.20247,1011.1465,6.4096174,218.15727,0.0,11.0,0.0
2024-01-02 07:00:00+00:00,31.55,58.0522,1010.147,11.304229,232.76509,0.0,9.0,0.0
