date,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,cloud_cover,weather_code
2019-01-01 00:00:00+00:00,21.25,83.54217,1014.02905,7.42159,75.96373,0.0,2.0,0.0
2019-01-01 01:00:00+00:00,22.3,77.6184,1014.6307,4.802999,77.00539,0.0,0.0,0.0
2019-01-01 02:00:00+00:00,23.7,69.105156,1015.33264,6.439876,63.435013,0.0,0.0,0.0
2019-01-01 03:00:00+00:00,25.4,64.01351,1015.93494,5.904439,52.431335,0.0,0.0,0.0
2019-01-01 04:00:00+00:00,27.55,57.642464,1016.138,6.1305785,40.236294,0.0,0.0,0.0
2019-01-01 05:00:00+00:00,29.4,48.001877,1015.5412,4.452954,14.036275,0.0,0.0,0.0
2019-01-01 06:00:00+00:00,30.4,45.606915,1014.5432,4.452954,284.03625,0.0,0.0,0.0
2019-01-01 07:00:00+00:00,30.35,49.787952,1013.54364,8.427383,250.0168,0.0,0.0,0.0
2019-01-01 08:00:00+00:00,29.75,54.675793,1012.54315,11.966954,226.2188,0.0,0.0,0.0
2019-01-01 09:00:00+00:00,29.3,52.39429,1011.7429,13.684735,215.36255,0.0,1.0,0.0
2019-01-01 10:00:00+00:00,29.05,53.99462,1011.4427,12.904882,210.1413,0.0,1.0,0.0
2019-01-01 11:00:00+00:00,28.4,58.93381,1011.6416,11.792404,211.26367,0.0,61.0,2.0
2019-01-01 12:00:00+00:00,27.05,65.16999,1011.93933,7.10031,239.53453,0.0,5.0,0.0
2019-01-01 13:00:00+00:00,25.85,71.92332,1012.737,3.96,270.0,0.0,4.0,0.0
2019-01-01 14:00:00+00:00,25.2,78.28563,1013.8355,4.1046314,285.25516,0.0,1.0,0.0
2019-01-01 15:00:00+00:00,26.25,68.52585,1014.5368,1.484318,14.036275,0.0,1.0,0.0
2019-01-01 16:00:00+00:00,23.75,82.79866,1015.13275,4.5820518,44.999897,0.0,0.0,0.0
2019-01-01 17:00:00+00:00,23.4,81.9937,1015.53186,5.3999996,36.86998,0.0,0.0,0.0
2019-01-01 18:00:00+00:00,24.25,71.636284,1015.13336,7.127636,44.999897,0.0,0.0,0.0
2019-01-01 19:00:00+00:00,24.15,66.6281,1014.6336,11.4862,57.804302,0.0,0.0,0.0
2019-01-01 20:00:00+00:00,23.55,67.99428,1014.1328,11.792404,58.736336,0.0,18.0,0.0
2019-01-01 21:00:00+00:00,23.25,71.23022,1013.33264,10.315115,60.75127,0.0,48.0,1.0
2019-01-01 22:00:00+00:00,22.8,73.42728,1012.83215,10.464797,63.435013,0.0,69.0,2.0
2019-01-01 23:00:00+00:00,22.35,75.2239,1013.2314,9.178235,64.440094,0.0,78.0,2.0
2019-01-02 00:00:00+00:00,21.6,79.74224,1013.53,5.506941,78.6901,0.0,77.0,2.0
2019-01-02 01:00:00+00:00,21.85,76.3383,1014.03,9.9571085,77.4712,0.0,0.0,0.0
2019-01-02 02:00:00+00:00,22.45,70.41008,1015.0305,10.931203,72.75845,0.0,0.0,0.0
2019-01-02 03:00:00+00:00,24.65,61.081715,1015.7337,10.703569,70.346085,0.0,0.0,0.0
2019-01-02 04:00:00+00:00,27.05,50.837273,1015.8375,10.948973,62.59251,0.0,0.0,0.0
2019-01-02 05:00:00+00:00,29.15,38.162945,1015.44086,9.793059,53.972538,0.0,0.0,0.0
2019-01-02 06:00:00+00:00,30.55,33.199223,1014.54346,6.618519,44.999897,0.0,0.0,0.0
2019-01-02 07:00:00+00:00,31.2,30.550764,1013.3449,1.9386592,338.19852,0.0,0.0,0.0
2019-01-02 08:00:00+00:00,30.95,34.191,1012.24524,6.297428,239.03632,0.0,0.0,0.0
2019-01-02 09:00:00+00:00,29.55,48.49854,1011.74316,11.246759,230.19447,0.0,0.0,0.0
2019-01-02 10:00:00+00:00,29.05,47.155098,1011.84247,10.587918,215.3113,0.0,0.0,0.0
