date,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,cloud_cover,weather_code
2015-01-01 00:00:00+00:00,23.719,93.00084,1008.5358,6.4096174,308.15726,0.1,17.0,51.0
2015-01-01 01:00:00+00:00,23.769001,92.721375,1008.93567,6.193674,305.53775,0.0,23.0,1.0
2015-01-01 02:00:00+00:00,24.019001,91.89455,1010.3352,7.2,306.86996,0.0,9.0,0.0
2015-01-01 03:00:00+00:00,24.819,87.06585,1010.9363,6.989936,304.50858,0.0,19.0,0.0
2015-01-01 04:00:00+00:00,25.669,82.51993,1011.3373,7.491114,305.21768,0.0,22.0,1.0
2015-01-01 05:00:00+00:00,26.219,79.63383,1011.1383,8.217153,298.8107,0.0,27.0,1.0
2015-01-01 06:00:00+00:00,26.719,77.08526,1010.83905,9.6932955,285.06854,0.1,30.0,51.0
2015-01-01 07:00:00+00:00,26.819,76.168236,1010.53955,11.901798,273.46817,0.2,41.0,51.0
2015-01-01 08:00:00+00:00,27.069,75.05738,1009.4405,13.684735,271.5074,0.2,48.0,51.0
2015-01-01 09:00:00+00:00,27.069,74.82929,1008.241,14.799459,274.18484,0.0,29.0,1.0
2015-01-01 10:00:00+00:00,26.969,75.27008,1007.8412,13.627795,282.20044,0.0,15.0,0.0
2015-01-01 11:00:00+00:00,26.769001,75.69806,1007.8408,12.979984,289.44012,0.0,10.0,0.0
2015-01-01 12:00:00+00:00,26.519001,76.35412,1008.43994,11.91812,295.01685,0.0,5.0,0.0
2015-01-01 13:00:00+00:00,26.019001,77.68866,1008.939,11.119281,299.0545,0.0,2.0,0.0
2015-01-01 14:00:00+00:00,25.669,78.35303,1009.9379,10.514218,308.0471,0.0,3.0,0.0
2015-01-01 15:00:00+00:00,25.419,78.79827,1010.6373,9.726664,321.009,0.0,4.0,0.0
2015-01-01 16:00:00+00:00,25.169,79.490654,1011.23676,9.360001,337.3801,0.0,4.0,0.0
2015-01-01 17:00:00+00:00,24.869001,81.42221,1011.23615,9.826088,351.57312,0.0,2.0,0.0
2015-01-01 18:00:00+00:00,24.419,84.41358,1010.73566,9.72,360.0,0.0,1.0,0.0
2015-01-01 19:00:00+00:00,24.319,84.14488,1010.4358,9.3669195,2.2025495,0.0,1.0,0.0
2015-01-01 20:00:00+00:00,23.969,84.62428,1009.9354,7.9526596,5.19435,0.0,0.0,0.0
2015-01-01 21:00:00+00:00,23.719,84.33805,1009.7353,6.924738,8.97255,0.0,6.0,0.0
2015-01-01 22:00:00+00:00,23.519001,83.7986,1009.7349,6.87779,6.0089183,0.0,6.0,0.0
2015-01-01 23:00:00+00:00,23.169,84.53883,1010.1341,6.379216,16.389616,0.0,2.0,0.0
2015-01-02 00:00:00+00:00,22.569,87.1287,1010.6329,7.0911775,23.962492,0.0,3.0,0.0
2015-01-02 01:00:00+00:00,22.469,85.51731,1011.23267,8.217153,28.810698,0.0,20.0,1.0
