date,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,wind_direction_10m,precipitation,cloud_cover,weather_code
2018-01-01 00:00:00+00:00,23.2,85.85505,1008.0351,7.6367526,8.130019,0.0,80.0,3.0
2018-01-01 01:00:00+00:00,23.2,85.32776,1008.43494,7.69592,10.784258,0.0,29.0,1.0
2018-01-01 02:00:00+00:00,24.0,82.06723,1009.2357,7.6367526,8.130019,0.0,12.0,0.0
2018-01-01 03:00:00+00:00,26.2,72.20744,1010.3387,6.489992,3.179772,0.0,18.0,0.0
2018-01-01 04:00:00+00:00,28.5,59.50814,1010.842,6.379216,343.61038,0.0,22.0,1.0
2018-01-01 05:00:00+00:00,30.05,52.257824,1010.54425,7.42159,309.09384,0.0,44.0,1.0
2018-01-01 06:00:00+00:00,30.65,50.806732,1009.94556,11.609651,277.1249,0.1,45.0,51.0
2018-01-01 07:00:00+00:00,29.7,58.15194,1009.14465,15.188415,264.55975,0.3,53.0,51.0
2018-01-01 08:00:00+00:00,29.25,57.866714,1008.3444,14.154915,262.69434,0.0,17.0,0.0
2018-01-01 09:00:00+00:00,29.45,58.45277,1007.44507,13.009903,255.5792,0.1,42.0,51.0
2018-01-01 10:00:00+00:00,28.2,67.65138,1006.74347,12.6462,265.10098,0.6,36.0,53.0
2018-01-01 11:00:00+00:00,27.8,68.61532,1006.6429,10.464798,273.9451,0.0,57.0,2.0
2018-01-01 12:00:00+00:00,27.1,67.85017,1006.8416,7.928177,230.52757,0.0,6.0,0.0
2018-01-01 13:00:00+00:00,26.4,73.35991,1007.1405,5.8603754,222.5104,0.0,6.0,0.0
2018-01-01 14:00:00+00:00,26.3,75.39313,1008.1397,5.8603754,222.5104,0.0,9.0,0.0
2018-01-01 15:00:00+00:00,26.05,77.45639,1009.3388,3.319036,220.60121,0.0,8.0,0.0
2018-01-01 16:00:00+00:00,26.4,76.10317,1010.0392,2.5959969,213.6901,0.0,18.0,0.0
2018-01-01 17:00:00+00:00,25.2,81.962616,1010.2372,2.1897945,80.53775,0.0,26.0,1.0
2018-01-01 18:00:00+00:00,24.35,86.23078,1009.93604,3.7585104,73.300674,0.0,22.0,1.0
2018-01-01 19:00:00+00:00,24.4,84.67002,1009.5362,3.5455887,66.037506,0.0,25.0,1.0
2018-01-01 20:00:00+00:00,24.35,83.63455,1008.8365,5.8048253,60.255207,0.0,27.0,1.0
2018-01-01 21:00:00+00:00,24.05,84.11548,1007.93634,7.7043357,52.594578,0.0,20.0,1.0
2018-01-01 22:00:00+00:00,23.75,84.600945,1007.43634,7.653705,41.185837,0.0,17.0,0.0
2018-01-01 23:00:00+00:00,23.65,84.590294,1007.5359,7.5942082,31.429514,0.0,16.0,0.0
2018-01-02 00:00:00+00:00,22.95,89.608215,1007.6349,4.73506,8.746089,0.0,22.0,1.0
2018-01-02 01:00:00+00:00,23.85,84.61162,1008.136,3.6,36.86999,0.0,28.0,1.0
2018-01-02 02:00:00+00:00,24.45,82.12212,1008.8365,5.0911684,44.999897,0.0,57.0,2.0
2018-01-02 03:00:00+00:00,26.65,74.079094,1010.1394,2.8116899,39.805527,0.0,71.0,2.0
2018-01-02 04:00:00+00:00,28.35,63.26588,1010.44183,1.835647,281.3099,0.0,58.0,2.0
2018-01-02 05:00:00+00:00,29.45,57.202396,1010.5437,5.937272,255.96373,0.0,83.0,3.0
2018-01-02 06:00:00+00:00,29.45,59.177975,1010.0439,9.227524,249.44388,0.2,81.0,51.0
2018-01-02 07:00:00+00:00,27.85,69.257324,1009.44165,11.043261,250.9743,1.1,89.0,55.0
2018-01-02 08:00:00+00:00,28.1,69.304794,1008.4425,8.766573,250.82089,0.0,89.0,3.0
2018-01-02 09:00:00+00:00,28.6,66.29863,1007.24396,9.885262,259.50858,0.2,88.0,51.0
2018-01-02 10:00:00+00:00,28.5,67.298584,1006.64386,10.182337,261.87,0.3,84.0,51.0
2018-01-02 11:00:00+00:00,27.8,69.036446,1006.74286,8.287822,267.5105,0.2,30.0,51.0
2018-01-02 12:00:00+00:00,26.8,75.702934,1007.1411,5.3517847,227.72638,0.3,34.0,51.0
2018-01-02 13:00:00+00:00,26.0,80.578636,1007.8395,3.319036,192.5288,0.0,26.0,1.0
2018-01-02 14:00:00+00:00,25.45,84.0123,1008.63824,7.0911775,113.962494,0.0,30.0,1.0
2018-01-02 15:00:00+00:00,25.3,85.281044,1009.4379,8.287822,124.3804,0.0,33.0,1.0
2018-01-02 16:00:00+00:00,25.3,85.799934,1010.1376,7.386582,133.02507,0.0,26.0,1.0
2018-01-02 17:00:00+00:00,24.95,87.077644,1010.6366,8.373386,115.46331,0.0,5.0,0.0
2018-01-02 18:00:00+00:00,24.4,87.02788,1010.3358,9.178235,101.3099,0.0,2.0,0.0
2018-01-02 19:00:00+00:00,24.35,85.183945,1010.03595,7.771331,103.39252,0.0,5.0,0.0
2018-01-02 20:00:00+00:00,24.15,85.686104,1009.0362,6.28713,103.24053,0.0,3.0,0.0
2018-01-02 21:00:00+00:00,23.85,86.447014,1008.43585,3.9763298,84.805664,0.0,2.0,0.0
2018-01-02 22:00:00+00:00,23.0,90.43991,1008.0347,4.6938257,57.528828,0.0,4.0,0.0
2018-01-02 23:00:00+00:00,23.15,87.98865,1008.135,3.396233,32.005356,0.0,7.0,0.0
2018-01-03 00:00:00+00:00,23.25,88.26753,1008.3349,3.7064266,29.054508,0.0,12.0,0.0
2018-01-03 01:00:00+00:00,23.25,87.45851,1009.1345,5.00128,30.256361,0.0,18.0,0.0
2018-01-03 02:00:00+00:00,23.9,84.87696,1009.73553,5.8048253,29.744795,0.0,18.0,0.0
2018-01-03 03:00:00+00:00,26.05,76.28168,1010.83813,4.379589,9.462248,0.0,12.0,0.0
2018-01-03 04:00:00+00:00,27.8,69.67238,1011.44073,4.510787,298.61035,0.0,7.0,0.0
2018-01-03 05:00:00+00:00,28.8,64.73713,1011.4421,7.42159,284.03625,0.1,24.0,51.0
2018-01-03 06:00:00+00:00,29.1,63.233875,1010.94293,10.182337,278.13,0.2,35.0,51.0
2018-01-03 07:00:00+00:00,28.5,69.380516,1010.24225,13.004921,274.76355,0.3,21.0,51.0
2018-01-03 08:00:00+00:00,28.35,70.41488,1009.44226,12.245294,268.31534,0.0,17.0,0.0
2018-01-03 09:00:00+00:00,28.2,71.0322,1008.44275,11.525623,268.2101,0.0,24.0,1.0
2018-01-03 10:00:00+00:00,28.4,69.36162,1007.9433,12.6462,265.10098,0.0,12.0,0.0
2018-01-03 11:00:00+00:00,27.6,71.35741,1008.24194,13.75558,263.9911,0.0,19.0,0.0
2018-01-03 12:00:00+00:00,26.65,77.781136,1008.74005,10.239453,259.8754,0.0,22.0,1.0
2018-01-03 13:00:00+00:00,26.1,80.34718,1009.2389,7.208994,267.13766,0.0,26.0,1.0
2018-01-03 14:00:00+00:00,25.95,80.81746,1009.93854,4.802999,257.00537,0.0,26.0,1.0
2018-01-03 15:00:00+00:00,25.7,82.02362,1010.93787,3.96,270.0,0.0,23.0,1.0
2018-01-03 16:00:00+00:00,25.0,87.8777,1011.9361,3.5455887,336.0375,0.0,26.0,1.0
2018-01-03 17:00:00+00:00,24.85,85.49501,1012.33563,5.8048253,29.744795,0.1,33.0,51.0
2018-01-03 18:00:00+00:00,24.0,85.933784,1012.3343,7.928177,50.52757,0.1,37.0,51.0
2018-01-03 19:00:00+00:00,23.8,87.23975,1012.1341,6.12,61.92762,0.0,38.0,1.0
2018-01-03 20:00:00+00:00,23.45,88.55488,1011.03394,6.130579,86.63361,0.0,31.0,1.0
2018-01-03 21:00:00+00:00,23.4,88.27999,1010.3342,3.7064266,60.94549,0.0,20.0,1.0
2018-01-03 22:00:00+00:00,23.2,88.80651,1009.63434,3.671294,11.3098955,0.0,38.0,1.0
2018-01-03 23:00:00+00:00,23.1,89.34501,1009.63434,3.8268526,41.185837,0.0,55.0,2.0
2018-01-04 00:00:00+00:00,22.75,92.667435,1009.7336,3.8939953,33.6901,0.0,19.0,0.0
2018-01-04 01:00:00+00:00,23.25,89.905235,1010.2341,4.198285,30.963696,0.0,20.0,1.0
2018-01-04 02:00:00+00:00,24.15,85.686104,1010.8353,5.4119864,3.8140097,0.0,44.0,1.0
2018-01-04 03:00:00+00:00,26.3,70.2507,1011.838,6.12,360.0,0.0,72.0,2.0
2018-01-04 04:00:00+00:00,28.15,57.965847,1012.2407,4.3349743,355.23645,0.0,83.0,3.0
2018-01-04 05:00:00+00:00,29.75,49.944504,1012.1433,2.9024127,299.74478,0.0,90.0,3.0
2018-01-04 06:00:00+00:00,30.4,49.956787,1011.54456,7.2,270.0,0.0,90.0,3.0
2018-01-04 07:00:00+00:00,29.95,57.67575,1010.6442,11.792404,257.66092,0.1,70.0,51.0
2018-01-04 08:00:00+00:00,29.2,59.12,1009.74347,13.281023,237.17146,0.0,49.0,1.0
2018-01-04 09:00:00+00:00,28.95,57.61674,1008.64355,11.966954,226.2188,0.0,72.0,2.0
2018-01-04 10:00:00+00:00,28.9,63.970158,1008.0438,12.72283,244.8852,0.0,85.0,3.0
2018-01-04 11:00:00+00:00,28.1,67.21895,1007.9427,13.493999,260.78903,0.0,56.0,2.0
2018-01-04 12:00:00+00:00,27.25,70.6429,1008.14124,10.97262,221.00899,0.0,28.0,1.0
2018-01-04 13:00:00+00:00,26.35,78.45032,1008.43994,8.78872,214.9921,0.0,8.0,0.0
2018-01-04 14:00:00+00:00,25.95,82.803856,1009.3388,5.815978,201.80147,0.0,77.0,2.0
2018-01-04 15:00:00+00:00,25.85,82.29132,1010.23816,5.8048253,240.2552,0.1,98.0,51.0
2018-01-04 16:00:00+00:00,25.4,84.00684,1011.1371,3.563818,315.0001,0.0,96.0,3.0
2018-01-04 17:00:00+00:00,25.2,84.497215,1011.43665,5.6920996,341.56494,0.0,77.0,2.0
2018-01-04 18:00:00+00:00,24.6,85.992424,1011.4357,7.2359104,5.7105074,0.0,90.0,3.0
2018-01-04 19:00:00+00:00,24.7,82.15251,1011.0362,6.489992,19.440128,0.0,90.0,3.0
2018-01-04 20:00:00+00:00,24.45,81.36943,1010.2359,4.68,360.0,0.0,33.0,1.0
2018-01-04 21:00:00+00:00,23.95,84.36301,1009.6355,5.5887027,345.06854,0.0,67.0,2.0
2018-01-04 22:00:00+00:00,23.45,88.82636,1009.13477,4.73506,351.2539,0.0,80.0,3.0
2018-01-04 23:00:00+00:00,23.2,89.07918,1009.0346,7.342588,11.3098955,0.0,78.0,2.0
2018-01-05 00:00:00+00:00,22.7,84.75042,1009.5336,3.6,53.13002,0.0,54.0,2.0
2018-01-05 01:00:00+00:00,23.25,81.72183,1009.8342,4.072935,44.999897,0.0,60.0,2.0
2018-01-05 02:00:00+00:00,23.8,79.794136,1010.8347,4.8433046,41.98713,0.0,30.0,1.0
2018-01-05 03:00:00+00:00,26.2,59.344772,1011.33826,5.1165614,50.710617,0.0,64.0,2.0
2018-01-05 04:00:00+00:00,27.45,52.08702,1011.64,5.00128,30.256361,0.0,80.0,3.0
2018-01-05 05:00:00+00:00,28.8,46.492363,1011.542,3.671294,348.6901,0.0,78.0,2.0
