station_id,timestamp_utc,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,precipitation,cloud_cover,hour_sin,hour_cos,month_sin,month_cos,wind_direction_sin,wind_direction_cos,wind_u_10m,wind_v_10m,temperature_lag_1h,temperature_lag_3h,temperature_lag_6h,temperature_lag_12h,temperature_lag_24h,humidity_lag_1h,humidity_lag_3h,humidity_lag_6h,humidity_lag_12h,humidity_lag_24h,pressure_lag_1h,pressure_lag_3h,pressure_lag_6h,pressure_lag_12h,pressure_lag_24h,wind_speed_lag_1h,wind_speed_lag_3h,wind_speed_lag_6h,wind_speed_lag_12h,wind_speed_lag_24h,precipitation_lag_1h,precipitation_lag_3h,precipitation_lag_6h,precipitation_lag_12h,precipitation_lag_24h,cloud_cover_lag_1h,cloud_cover_lag_3h,cloud_cover_lag_6h,cloud_cover_lag_12h,cloud_cover_lag_24h,temperature_change_1h,temperature_change_3h,humidity_change_1h,humidity_change_3h,pressure_change_1h,pressure_change_3h,wind_speed_change_1h,wind_speed_change_3h,precipitation_change_1h,precipitation_change_3h,cloud_cover_change_1h,cloud_cover_change_3h,precipitation_roll_sum_3h,precipitation_roll_sum_6h,precipitation_roll_sum_12h,precipitation_roll_sum_24h,humidity_roll_mean_3h,humidity_roll_mean_6h,pressure_roll_mean_3h,pressure_roll_mean_6h,temperature_roll_mean_3h,temperature_roll_mean_6h,wind_speed_roll_mean_3h,wind_speed_roll_mean_6h,cloud_cover_roll_mean_3h,cloud_cover_roll_mean_6h,latitude,longitude,elevation_m,nwp_cape,nwp_convective_inhibition,nwp_lifted_index,nwp_temperature_2m,nwp_relative_humidity_2m,nwp_surface_pressure,nwp_wind_speed_10m,nwp_wind_direction_10m,nwp_precipitation,nwp_cloud_cover
VOTV,2021-04-09T08:00:00+00:00,30.9,64.19916,1007.34705,15.517629,0.1,46.0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9975751896294488,-0.06959699013441038,15.480001692274433,1.0799802724224403,30.55,31.2,26.75,25.1,31.1,68.315544,60.309155,85.941574,93.35045,59.377014,1008.4462,1009.6466,1008.9403,1008.6379,1008.5469,14.764389,9.255571,6.28713,6.8399997,15.137133,0.1,0.2,0.0,0.0,0.0,37.0,36.0,74.0,84.0,44.0,0.34999999999999787,-0.3000000000000007,-4.1163839999999965,3.8900050000000093,-1.0991500000000087,-2.2995500000000675,0.7532399999999999,6.262058,0.0,-0.1,9.0,10.0,0.6,0.8,0.8,2.4,65.89291133333334,67.0573815,1008.3797833333333,1009.0954833333332,30.766666666666666,30.316666666666663,14.175770666666665,10.625443516666666,42.333333333333336,41.5,8.4667,76.95,8.0,1890.0,-10.0,-4.5,32.8,55.0,1006.4,19.9,257.0,0.0,6.0
